Step Number,User/User Role,Action,Expected Test Results,Testers feedback on script
~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~
M.5.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
M.5.6.,publisher,"click on ""(show error details)"" for the record in the ""History of uploads""",
M.5.6.1.,publisher,,"Additional error details are shown, indicating that the ISSN ""5555-5555"" does not appear in DOAJ."
----------,----------,----------,----------

----------,----------,----------,----------
## M.6,----------,## Upload a file containing ISSNs erroneously shared with another account,----------
,,"Setup: Ensure that the ISSN ""1111-1111"" is attached a journal owned by the publisher and ISSN ""2222-2222"" is attached to the same journal and also to another journal not owned by the publisher",
,,Setup: You must be logged in using a pure publisher account (no other privileges),
M.6.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
M.6.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""shared_issn.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/feature/4047-OPF/doajtest/xml_upload_test_package/Crossref/5.3.1/shared_issn.xml",
M.6.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
M.6.4.,publisher,"Click ""Upload""",
M.6.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
M.6.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
M.6.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
M.6.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
M.6.6.,publisher,"click on ""(show error details)"" for the record in the ""History of uploads""",
M.6.6.1.,publisher,,"Additional error details are shown, indicating that the ISSN ""2222-2222"" is shared with another user"
----------,----------,----------,----------

----------,----------,----------,----------
## M.7,----------,## Successfully upload a file containing a new article,----------
,,"Setup: Ensure that the publisher account owns a journal with Print ISSN ""1111-1111"" and E-ISSN ""2222-2222"", and these are not attached to any other journals and that this journal does not contain ""Success"" or ""Update"" articles from previous tests (delete them via the admin interface if they do).",
,,Setup: You must be logged in using a pure publisher account (no other privileges),
M.7.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
M.7.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""successful.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/feature/4047-OPF/doajtest/xml_upload_test_package/Crossref/5.3.1/successful.xml",
M.7.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
M.7.4.,publisher,"Click ""Upload""",
M.7.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
M.7.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
M.7.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
M.7.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (1 new, 0 updated)"""
M.7.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
M.7.6.1.,publisher,,"The list of articles should contain an article with the title ""Success!"""
----------,----------,----------,----------

----------,----------,----------,----------
## M.8,----------,## Successfully upload a file containing an updated article,----------
,,Setup: Run through the previous test to upload a new article,
,,Setup: You must be logged in using a pure publisher account (no other privileges),
M.8.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
M.8.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""update.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/feature/4047-OPF/doajtest/xml_upload_test_package/Crossref/5.3.1/update.xml",
M.8.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
M.8.4.,publisher,"Click ""Upload""",
M.8.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
M.8.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
M.8.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
M.8.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (0 new, 1 updated)"""
M.8.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
M.8.6.1.,publisher,,"The list of articles should contain an article with the title ""Updated!"", and the previous version (""Success!"") should be gone"
----------,----------,----------,----------

----------,----------,----------,----------
## M.9,----------,## Successfully upload a file by reference containing a new or updated article,----------
,,Setup: You must be logged in using a pure publisher account (no other privileges),
M.9.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
M.9.2.,publisher,"In the box ""Provide a URL where we can download the XML"", enter the URL below

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/feature/4047-OPF/doajtest/xml_upload_test_package/Crossref/5.3.1/successful.xml",
M.9.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
M.9.4.,publisher,"Click ""Upload""",
M.9.4.1.,publisher,,A flash message appears at the top of the screen indicating that the file reference was successfully received
M.9.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
M.9.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
M.9.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (0 new, 1 updated)"" (if you have prevously imported the successful.xml file in previous tests."
M.9.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
M.9.6.1.,publisher,,"The list of articles should contain an article with the title ""Success!"""
----------,----------,----------,----------

----------,----------,----------,----------
## M.10,----------,## Successfully upload a file containing article with html tag in title,----------
,,"Setup: Ensure that the publisher account owns a journal with Print ISSN ""1111-1111"" and E-ISSN ""2222-2222"", and these are not attached to any other journals and that this journal does not contain ""Success"" or ""Update"" articles from previous tests (delete them via the admin interface if they do).",
,,Setup: You must be logged in using a pure publisher account (no other privileges),
M.10.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
M.10.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""title_with_html_tags.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/feature/4047-OPF/doajtest/xml_upload_test_package/Crossref/5.3.1/title_with_html_tags.xml",
M.10.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
M.10.4.,publisher,"Click ""Upload""",
M.10.4.1.,publisher,,A flash message appears at the top of the screen indicating that the file reference was successfully received
M.10.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
M.10.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
M.10.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (1 new, 0 updated)"""
M.10.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
M.10.6.1.,publisher,,"The list of articles should contain an article with the title ""Title with HTML tags <i>escaped</i> and &lt;i&gt;unescaped&lt;/i&gt;"""
----------,----------,----------,----------

----------,----------,----------,----------
## M.11,----------,## Upload a file containing 2 identical ISSNs,----------
,,Setup: You must be logged in using a pure publisher account (no other privileges),
M.11.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
M.11.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""identical_issns.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/feature/4047-OPF/doajtest/xml_upload_test_package/Crossref/5.3.1/identical_issns.xml",
M.11.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
M.11.4.,publisher,"Click ""Upload""",
M.11.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
M.11.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
M.11.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
M.11.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
----------,----------,----------,----------

----------,----------,----------,----------
## M.12,----------,## Upload a file without ISSN,----------
,,Setup: You must be logged in using a pure publisher account (no other privileges),
M.12.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
M.12.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""identical_issns.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/feature/4047-OPF/doajtest/xml_upload_test_package/Crossref/5.3.1/no_issn.xml",
M.12.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
M.12.4.,publisher,"Click ""Upload""",
M.12.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
M.12.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
M.12.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
M.12.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
----------,----------,----------,----------

