Step Number,User/User Role,Action,Expected Test Results,Testers feedback on script
~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~
L.5.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.5.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
L.5.6.,publisher,"click on ""(show error details)"" for the record in the ""History of uploads""",
L.5.6.1.,publisher,,"Additional error details are shown, indicating that the ISSN ""5555-5555"" does not appear in DOAJ."
----------,----------,----------,----------

----------,----------,----------,----------
## L.6,----------,## Upload a file containing ISSNs erroneously shared with another account,----------
,,"Setup: Ensure that the ISSN ""1111-1111"" is attached a journal owned by the publisher and ISSN ""2222-2222"" is attached to the same journal and also to another journal not owned by the publisher",
,,Setup: You must be logged in using a pure publisher account (no other privileges),
L.6.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
L.6.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""shared_issn.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/release/2024-04-03_update_requests_on_dashboard/doajtest/xml_upload_test_package/Crossref/5.3.1/shared_issn.xml",
L.6.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
L.6.4.,publisher,"Click ""Upload""",
L.6.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
L.6.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
L.6.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.6.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
L.6.6.,publisher,"click on ""(show error details)"" for the record in the ""History of uploads""",
L.6.6.1.,publisher,,"Additional error details are shown, indicating that the ISSN ""2222-2222"" is shared with another user"
----------,----------,----------,----------

----------,----------,----------,----------
## L.7,----------,## Successfully upload a file containing a new article,----------
,,"Setup: Ensure that the publisher account owns a journal with Print ISSN ""1111-1111"" and E-ISSN ""2222-2222"", and these are not attached to any other journals and that this journal does not contain ""Success"" or ""Update"" articles from previous tests (delete them via the admin interface if they do).",
,,Setup: You must be logged in using a pure publisher account (no other privileges),
L.7.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
L.7.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""successful.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/release/2024-04-03_update_requests_on_dashboard/doajtest/xml_upload_test_package/Crossref/5.3.1/successful.xml",
L.7.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
L.7.4.,publisher,"Click ""Upload""",
L.7.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
L.7.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
L.7.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.7.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (1 new, 0 updated)"""
L.7.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
L.7.6.1.,publisher,,"The list of articles should contain an article with the title ""Success!"""
----------,----------,----------,----------

----------,----------,----------,----------
## L.8,----------,## Successfully upload a file containing an updated article,----------
,,Setup: Run through the previous test to upload a new article,
,,Setup: You must be logged in using a pure publisher account (no other privileges),
L.8.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
L.8.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""update.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/release/2024-04-03_update_requests_on_dashboard/doajtest/xml_upload_test_package/Crossref/5.3.1/update.xml",
L.8.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
L.8.4.,publisher,"Click ""Upload""",
L.8.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
L.8.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
L.8.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.8.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (0 new, 1 updated)"""
L.8.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
L.8.6.1.,publisher,,"The list of articles should contain an article with the title ""Updated!"", and the previous version (""Success!"") should be gone"
----------,----------,----------,----------

----------,----------,----------,----------
## L.9,----------,## Successfully upload a file by reference containing a new or updated article,----------
,,Setup: You must be logged in using a pure publisher account (no other privileges),
L.9.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
L.9.2.,publisher,"In the box ""Provide a URL where we can download the XML"", enter the URL below

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/release/2024-04-03_update_requests_on_dashboard/doajtest/xml_upload_test_package/Crossref/5.3.1/successful.xml",
L.9.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
L.9.4.,publisher,"Click ""Upload""",
L.9.4.1.,publisher,,A flash message appears at the top of the screen indicating that the file reference was successfully received
L.9.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
L.9.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.9.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (0 new, 1 updated)"" (if you have prevously imported the successful.xml file in previous tests."
L.9.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
L.9.6.1.,publisher,,"The list of articles should contain an article with the title ""Success!"""
----------,----------,----------,----------

----------,----------,----------,----------
## L.10,----------,## Successfully upload a file containing article with html tag in title,----------
,,"Setup: Ensure that the publisher account owns a journal with Print ISSN ""1111-1111"" and E-ISSN ""2222-2222"", and these are not attached to any other journals and that this journal does not contain ""Success"" or ""Update"" articles from previous tests (delete them via the admin interface if they do).",
,,Setup: You must be logged in using a pure publisher account (no other privileges),
L.10.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
L.10.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""title_with_html_tags.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/release/2024-04-03_update_requests_on_dashboard/doajtest/xml_upload_test_package/Crossref/5.3.1/title_with_html_tags.xml",
L.10.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
L.10.4.,publisher,"Click ""Upload""",
L.10.4.1.,publisher,,A flash message appears at the top of the screen indicating that the file reference was successfully received
L.10.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
L.10.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.10.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""successfully processed"", and the Note ""1 articles imported (1 new, 0 updated)"""
L.10.6.,publisher,"Go to the Table of Contents for the journal (e.g. by going to /toc/2222-2222), and go to the Articles tab

http://testdoaj.cottagelabs.com//toc/2222-2222",
L.10.6.1.,publisher,,"The list of articles should contain an article with the title ""Title with HTML tags <i>escaped</i> and &lt;i&gt;unescaped&lt;/i&gt;"""
----------,----------,----------,----------

----------,----------,----------,----------
## L.11,----------,## Upload a file containing 2 identical ISSNs,----------
,,Setup: You must be logged in using a pure publisher account (no other privileges),
L.11.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
L.11.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""identical_issns.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/release/2024-04-03_update_requests_on_dashboard/doajtest/xml_upload_test_package/Crossref/5.3.1/identical_issns.xml",
L.11.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
L.11.4.,publisher,"Click ""Upload""",
L.11.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
L.11.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
L.11.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.11.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
----------,----------,----------,----------

----------,----------,----------,----------
## L.12,----------,## Upload a file without ISSN,----------
,,Setup: You must be logged in using a pure publisher account (no other privileges),
L.12.1.,publisher,"Go to the ""Upload Article XML"" tab in the ""Publisher Area""

http://testdoaj.cottagelabs.com//publisher/uploadfile",
L.12.2.,publisher,"Browse for a file under ""Select a file"" and select the test resource file ""identical_issns.xml"" from the Crossref 5.3.1 resources

Test Resource: https://raw.githubusercontent.com/DOAJ/doaj/release/2024-04-03_update_requests_on_dashboard/doajtest/xml_upload_test_package/Crossref/5.3.1/no_issn.xml",
L.12.3.,publisher,"Choose ""Crossref 5.3.1 XML"" from ""Format of the file"" dropdown",
L.12.4.,publisher,"Click ""Upload""",
L.12.4.1.,publisher,,A flash message appears at the top of the screen indicating a successful upload
L.12.4.2.,publisher,,"Your file is shown in the ""History of uploads"" with status ""pending"""
L.12.5.,publisher,"wait a short amount of time for the job to process, then reload the page (do not re-submit the form data). If the job remains in ""pending"", reload the page until the status changes.",
L.12.5.1.,publisher,,"Your file is shown in the ""History of uploads"" with status ""processing failed"" and a suitable entry in the ""Notes"".  Check that the explanation link goes to a suitable reason and resolution for the problem."
----------,----------,----------,----------

